0.01,0
0.02,0
0.03,0
0.04,0
0.05,0
0.06,0
0.07,0
0.08,0
0.09,0
0.1,0
0.11,0
0.12,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0
0.18,0
0.19,0
0.2,0
0.21,0
0.22,0
0.23,0
0.24,0
0.25,0
0.26,0
0.27,0
0.28,0
0.29,0
0.3,0
0.31,0
0.32,0
0.33,0
0.34,0
0.35,0
0.36,0
0.37,0
0.38,0
0.39,0
0.4,0
0.41,0
0.42,0
0.43,0
0.44,0
0.45,0
0.46,0
0.47,0
0.48,0
0.49,0
0.5,0
0.51,0
0.52,0
0.53,0
0.54,0
0.55,0
0.56,0
0.57,0
0.58,0
0.59,0
0.6,0
0.61,0
0.62,0
0.63,0
0.64,0
0.65,0
0.66,0
0.67,0
0.68,0
0.69,0
0.7,0
0.71,0
0.72,0
0.73,0
0.74,0
0.75,0
0.76,0
0.77,0
0.78,0
0.79,0
0.8,0
0.81,0
0.82,0
0.83,0
0.84,0
0.85,0
0.86,0
0.87,0
0.88,0
0.89,1.26247
0.9,0
0.91,1.20758
0.92,2.36295
0.93,6.93722
0.94,11.3173
0.95,17.7285
0.96,24.9566
0.97,37.1984
0.98,54.1441
0.99,92.8477
1,104
1.01,114.695
1.02,128.797
1.03,145.16
1.04,171.043
1.05,188.662
1.06,184.229
1.07,175.561
1.08,203.189
1.09,179.278
1.1,176.033
1.11,162.324
1.12,150.67
1.13,161.328
1.14,161.588
1.15,145.936
1.16,144.917
1.17,130.762
1.18,144.355
1.19,130.64
1.2,123.611
1.21,104.501
1.22,110.185
1.23,100.469
1.24,100.156
1.25,96
1.26,95.742
1.27,75.0202
1.28,85.4492
1.29,82.9277
1.3,71.5976
1.31,76.9186
1.32,70.0184
1.33,66.1428
1.34,60.7039
1.35,63.6488
1.36,76.7734
1.37,62.8696
1.38,51.9849
1.39,65.214
1.4,58.6735
1.41,50.2993
1.42,54.0567
1.43,46.9461
1.44,47.7431
1.45,48.5137
1.46,46.444
1.47,45.8142
1.48,46.1103
1.49,50.4482
1.5,44.4444
1.51,49.9978
1.52,41.1184
1.53,48.6992
1.54,44.2739
1.55,48.283
1.56,47.666
1.57,45.8436
1.58,42.0606
1.59,44.6976
1.6,48.8281
1.61,42.8224
1.62,42.6764
1.63,48.1764
1.64,47.9625
1.65,47.3829
1.66,46.088
1.67,48.4062
1.68,52.792
1.69,57.7711
1.7,43.9446
1.71,53.0078
1.72,50.3651
1.73,60.4765
1.74,54.1683
1.75,55.8367
1.76,55.5269
1.77,52.9861
1.78,59.9672
1.79,60.2353
1.8,56.7901
1.81,63.7954
1.82,60.0773
1.83,66.8876
1.84,61.732
1.85,66.3258
1.86,68.7941
1.87,66.9164
1.88,74.6944
1.89,74.1861
1.9,70.6371
1.91,68.5288
1.92,83.0078
1.93,73.0221
1.94,76.7882
1.95,76.7916
1.96,83.8192
1.97,80.9091
1.98,71.1662
1.99,82.0686
2,89.75
2.01,84.8989
2.02,78.6688
2.03,83.4769
2.04,84.3426
2.05,87.5669
2.06,84.598
2.07,84.4827
2.08,77.6627
2.09,93.4045
2.1,82.3129
2.11,84.0053
2.12,81.4347
2.13,85.7414
2.14,86.4704
2.15,83.5046
2.16,83.3762
2.17,78.1499
2.18,81.2221
2.19,73.6015
2.2,73.1405
2.21,73.5038
2.22,78.9303
2.23,77.4196
2.24,68.758
2.25,73.679
2.26,75.9652
2.27,76.0737
2.28,74.0612
2.29,75.3227
2.3,72.9679
2.31,71.7753
2.32,75.2452
2.33,66.3118
2.34,65.381
2.35,63.9203
2.36,66.7912
2.37,61.9559
2.38,72.5584
2.39,69.5016
2.4,64.4097
2.41,68.1806
2.42,56.3486
2.43,60.4583
2.44,62.6512
2.45,61.9742
2.46,65.933
2.47,57.8603
2.48,61.1342
2.49,55.8056
2.5,63.36
2.51,58.4118
2.52,61.7284
2.53,58.4293
2.54,61.8451
2.55,59.9769
2.56,63.324
2.57,62.6807
2.58,65.5009
2.59,59.1822
2.6,57.8402
2.61,63.2698
2.62,61.9136
2.63,60.8654
2.64,66.7183
2.65,58.099
2.66,59.9242
2.67,71.119
2.68,66.5516
2.69,61.4972
2.7,64.7462
2.71,63.3161
2.72,68.7987
2.73,63.8678
2.74,63.802
2.75,68.3636
2.76,66.5564
2.77,70.1169
2.78,65.7316
2.79,69.6291
2.8,66.5816
2.81,72.8208
2.82,67.401
2.83,68.6736
2.84,66.4551
2.85,67.59
2.86,70.4191
2.87,78.0633
2.88,72.0968
2.89,73.1553
2.9,70.6302
2.91,76.9948
2.92,71.3079
2.93,73.7341
2.94,73.1177
2.95,68.7159
2.96,73.5026
2.97,66.2064
2.98,72.0688
2.99,72.2587
3,72.8889
3.01,72.7365
3.02,70.5013
3.03,75.3739
3.04,75.4198
3.05,69.8737
3.06,71.0197
3.07,78.6215
3.08,74.3169
3.09,75.9313
3.1,71.0718
3.11,75.0613
3.12,72.3208
3.13,74.2071
3.14,72.3153
3.15,76.2913
3.16,73.0051
3.17,74.3365
3.18,70.3097
3.19,68.5921
3.2,73.3398
3.21,73.4659
3.22,70.6956
3.23,69.971
3.24,71.3496
3.25,65.6095
3.26,70.0064
3.27,72.1974
3.28,65.9949
3.29,70.6756
3.3,71.809
3.31,70.0979
3.32,68.9505
3.33,72.5049
3.34,69.92
3.35,69.325
3.36,63.8641
