0.0131,4.25718e+31,-3.15531e+31,2.37741e+31,-0.954057,53.0918 
0.0132,8.82977e+31,-6.49715e+31,4.86368e+31,-0.970969,53.9022 
0.0133,1.81696e+32,-1.32709e+32,9.86893e+31,-0.987923,54.7525 
0.0134,3.71021e+32,-2.68943e+32,1.98654e+32,-1.00492,55.6131 
0.0135,7.51958e+32,-5.4086e+32,3.9676e+32,-1.02195,56.4556 
0.0136,1.51291e+33,-1.07958e+33,7.86393e+32,-1.03903,57.2539 
0.0137,3.02226e+33,-2.13922e+33,1.54707e+33,-1.05615,57.9838 
0.0138,5.99555e+33,-4.20881e+33,3.02147e+33,-1.07331,58.6238 
0.0139,1.18133e+34,-8.22325e+33,5.85922e+33,-1.09052,59.1552 
0.014,2.31222e+34,-1.5958e+34,1.12836e+34,-1.10777,59.5625 
0.0141,4.49632e+34,-3.07634e+34,2.15829e+34,-1.12506,59.8336 
0.0142,8.68791e+34,-5.89214e+34,4.10109e+34,-1.14239,59.9597 
0.0143,1.66823e+35,-1.12139e+35,7.74248e+34,-1.15976,59.9358 
0.0144,3.18363e+35,-2.12099e+35,1.4525e+35,-1.17718,59.7601 
0.0145,6.03897e+35,-3.98727e+35,2.70809e+35,-1.19464,59.4342 
0.0146,1.13871e+36,-7.45098e+35,5.01856e+35,-1.21214,58.9624 
0.0147,2.13456e+36,-1.3842e+36,9.24523e+35,-1.22967,58.352 
0.0148,3.97814e+36,-2.55663e+36,1.69327e+36,-1.24725,57.6123 
0.0149,7.37153e+36,-4.6953e+36,3.08356e+36,-1.26487,56.7545 
0.015,1.35821e+37,-8.57467e+36,5.58387e+36,-1.28253,55.7911 
0.0151,2.48845e+37,-1.55726e+37,1.00558e+37,-1.30022,54.7357 
0.0152,4.53385e+37,-2.8127e+37,1.80108e+37,-1.31795,53.6023 
0.0153,8.21486e+37,-5.05277e+37,3.20862e+37,-1.33571,52.4049 
0.0154,1.48029e+38,-9.02828e+37,5.68593e+37,-1.35351,51.1576 
0.0155,2.65293e+38,-1.60461e+38,1.00233e+38,-1.37135,49.8737 
0.0156,4.72879e+38,-2.83692e+38,1.75783e+38,-1.38921,48.566 
0.0157,8.38375e+38,-4.98946e+38,3.06703e+38,-1.40711,47.2463 
0.0158,1.47845e+39,-8.72988e+38,5.32428e+38,-1.42503,45.9254 
0.0159,2.5934e+39,-1.5196e+39,9.19656e+38,-1.44299,44.6129 
0.016,4.52525e+39,-2.63167e+39,1.58064e+39,-1.46097,43.3175 
0.0161,7.85495e+39,-4.53454e+39,2.70333e+39,-1.47898,42.0464 
0.0162,1.3564e+40,-7.77409e+39,4.60091e+39,-1.49701,40.806 
0.0163,2.33019e+40,-1.32616e+40,7.79266e+39,-1.51507,39.6015 
0.0164,3.98266e+40,-2.25108e+40,1.31353e+40,-1.53316,38.437 
0.0165,6.77252e+40,-3.80232e+40,2.20355e+40,-1.55127,37.3159 
0.0166,1.14589e+41,-6.39124e+40,3.67918e+40,-1.5694,36.2407 
0.0167,1.92914e+41,-1.0691e+41,6.11422e+40,-1.58755,35.2129 
0.0168,3.23177e+41,-1.77977e+41,1.01137e+41,-1.60573,34.2336 
0.0169,5.3875e+41,-2.94877e+41,1.66521e+41,-1.62392,33.3033 
0.017,8.93773e+41,-4.86256e+41,2.72922e+41,-1.64214,32.4219 
0.0171,1.47564e+42,-7.98098e+41,4.45281e+41,-1.66037,31.5889 
0.0172,2.42475e+42,-1.30386e+42,7.23222e+41,-1.67862,30.8035 
0.0173,3.96562e+42,-2.12037e+42,1.16941e+42,-1.69689,30.0645 
0.0174,6.45555e+42,-3.43251e+42,1.88253e+42,-1.71518,29.3706 
0.0175,1.04606e+43,-5.53167e+42,3.01721e+42,-1.73348,28.7203 
0.0176,1.68733e+43,-8.87486e+42,4.81484e+42,-1.7518,28.1117 
0.0177,2.70951e+43,-1.41758e+43,7.65043e+42,-1.77014,27.5432 
0.0178,4.33163e+43,-2.25444e+43,1.21042e+43,-1.78849,27.0129 
0.0179,6.89449e+43,-3.56985e+43,1.90699e+43,-1.80686,26.5188 
0.018,1.09262e+44,-5.62867e+43,2.99189e+43,-1.82524,26.0591 
0.0181,1.72414e+44,-8.83742e+43,4.67458e+43,-1.84364,25.6317 
0.0182,2.70917e+44,-1.38175e+44,7.27377e+43,-1.86205,25.2349 
0.0183,4.23921e+44,-2.1515e+44,1.12724e+44,-1.88047,24.8667 
0.0184,6.60603e+44,-3.3364e+44,1.73991e+44,-1.89891,24.5253 
0.0185,1.02524e+45,-5.15305e+44,2.67496e+44,-1.91736,24.2088 
0.0186,1.58477e+45,-7.92719e+44,4.09639e+44,-1.93583,23.9157 
0.0187,2.43995e+45,-1.21469e+45,6.24886e+44,-1.95431,23.6441 
0.0188,3.74192e+45,-1.85405e+45,9.49585e+44,-1.9728,23.3925 
0.0189,5.71647e+45,-2.8191e+45,1.43754e+45,-1.9913,23.1593 
0.019,8.69971e+45,-4.27025e+45,2.1681e+45,-2.00981,22.9431 
0.0191,1.31901e+46,-6.4442e+45,3.25784e+45,-2.02834,22.7425 
0.0192,1.99239e+46,-9.68901e+45,4.87744e+45,-2.04688,22.5561 
0.0193,2.99855e+46,-1.45146e+46,7.27583e+45,-2.06543,22.3826 
0.0194,4.49653e+46,-2.16653e+46,1.08149e+46,-2.08399,22.2209 
0.0195,6.71883e+46,-3.22241e+46,1.60188e+46,-2.10256,22.0698 
0.0196,1.00042e+47,-4.77608e+46,2.36442e+46,-2.12115,21.9282 
0.0197,1.48443e+47,-7.05435e+46,3.47795e+46,-2.13975,21.7951 
0.0198,2.19508e+47,-1.03838e+47,5.09853e+46,-2.15835,21.6697 
0.0199,3.23498e+47,-1.52331e+47,7.4492e+46,-2.17697,21.5508 
0.02,4.75165e+47,-2.22728e+47,1.08476e+47,-2.1956,21.4379 
